text,label,make,model,modelYear,crash,fire,numberOfInjuries,numberOfDeaths,n_words
the gas gage/sensor in the tank is messed up the gage will show that i have just under 1/2 a tank but when i fill up it takes almost 15 gallons i believe this is an 18-20 gallon tank there has been instance when i have had 1/4 tank left filled tank completely and the gage took over 48 hours to reset i looked to the gas used/left digital read out and it said i had used 60 gallons on a 1/2 full tank dealership i bought it from is aware but made no offers to repair,FUEL/PROPULSION SYSTEM,chevrolet,TRAVERSE,2014,False,False,0,0,97
the fuel tank straps disconnected it appears there was a recall on the 2009-2012 ram 1500 trucks the issue persists in the later years as well 2 of the 3 straps disconnected,FUEL/PROPULSION SYSTEM,ram,1500,2014,False,False,0,0,32
the contact owns a 2019 ford focus the contact stated that while starting the vehicle the rpms were significantly high the check engine warning light was illuminated the vehicle was taken to the dealer who informed the contact that the vehicle was operating as designed the contact stated that the failure recurred while driving and while at a complete stop the check engine warning light illuminated the contact stated that the rpms would exceed 1 500 and would then drop to 600-700 the contact stated that the vehicle lost motive power temporarily while driving on one occasion the vehicle was not diagnosed nor repaired the contact related the failure to nhtsa campaign number 19v515000 fuel system gasoline however the vin was not included the manufacturer was not notified of the failure the failure mileage was approximately 17 000,FUEL/PROPULSION SYSTEM,ford,FOCUS,2017,False,False,0,0,138
the contact owns a 2014 hyundai sonata the contact received notification of nhtsa campaign number 22v312000 fuel system gasoline however the part to do the recall repair was unavailable the local dealer was contacted and it was confirmed that the part was not yet available the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was made aware of the issue the contact had not experienced a failure parts distribution disconnect,FUEL/PROPULSION SYSTEM,hyundai,SONATA,2014,False,False,0,0,80
my 2017 honda cr-v experienced premature and sudden fuel injector failure that i believe is part of a widespread defect affecting 2017 2019 cr-v models in april multiple warning lights came on several times 10-point dashboard lights i went to different mechanics and one recommended a brake fluid flush which i completed the warnings continued later while driving i heard a sudden harsh crunching sound from the engine area i immediately pulled over out of concern for safety the vehicle still moved but did not feel safe to drive so i cautiously limped it home and canceled clients i took the vehicle to south point honda in durham nc their diagnosis confirmed that all four fuel injectors had failed and they quoted 1 679 99 i then had the repair completed at a honda/acura specialty shop for 1 273 12 fuel injectors are not a regular maintenance item and many other cr-v owners have reported the same problem these injector failures can cause misfires loss of power or engine damage while driving which is a safety concern i am requesting that nhtsa investigate premature injector failure in 2017 2019 honda cr-v models,FUEL/PROPULSION SYSTEM,honda,CR-V,2017,False,False,0,0,192
fuel pump needs to be replace there has been a recall on my car since january and toyota told me this yesterday fuel pump is defective and can cause the car to stall while in operation toyota stated they cannot offer a loaner or replacement vehicle and cannot give a eta for the replacement part as of now a replacement is not available i am driving a car that can put myself and other drivers at risk of being injured or worst,FUEL/PROPULSION SYSTEM,toyota,CAMRY,2020,False,False,0,0,82
2017 honda cr-v consumer writes in regards to gas smell in oil the consumer requested the service bulletin 18-114 be performed on the vehicle at no charge,FUEL/PROPULSION SYSTEM,honda,CR-V,2017,False,False,0,0,27
when making a left turn into a parking space in a local shopping center my car accelerated on its own jumped the curb and hit a tree the car has been at the dealer for almost 2 weeks no mechanical problems have been found by the service department i have been told that i can pick up the car even though ford motor company is keeping the claim open,VEHICLE SPEED CONTROL,ford,ESCAPE,2017,True,False,1,0,69
i was driving approximately 40 mph on w maple rd in troy mi in the middle of the afternoon on february 18 2015 there was minimal traffic on the road and no one in front of me in my lane or the lane next to me suddenly my dash lit up to brake and the car started braking on it s own it happened so quickly that i wasn t even sure what it was it happened again about a mile down the road again the system applied the brakes and the warning word brake flashed on my dashboard when there was nothing near me it happened quickly and then the car went back to normal without me doing or changing anything in the car i brought it to the suburban chrysler dodge jeep ram dealership in troy and they said they were not able to recreate no codes were activated in the computer and there were no service bulletins about it so there was nothing they could do i took the car home and the same thing happened again to me five days later driving at approximately the same speed this time the dealership kept the car longer drove it 119 miles used the miller tool kit to align the camera and still found nothing wrong the following week it happened again and i returned to the dealership this time they replaced the front sensor and bubble aligned the only thing that the dealership found was that on one of the test drives they couldn t get the acc system to work at all and still no reports showed up on the computer the next test drive all systems were working again no report on the computer of the change the dealership still could not duplicate the problem but they thought that they fixed it in may it happened again it occurred while i was merging onto the expressway traveling at 63mph i returned the car to the same dealership and again it was returned to me without being able to diagnose or fix the problem updated 07/21/15,VEHICLE SPEED CONTROL,jeep,GRAND CHEROKEE,2014,False,False,0,0,349
i was driving very slowly to make a turn into my garage when the car accelerated on its own and hit the side of my house breaking through a patio guard rail the front wheels of the car went over the bulkhead insurance company sent a wrecker to retrieve the vehicle the insurance company totaled the car this unintended acceleration had occurred once when i was driving on a state road in cruise control when the car accelerated beyond the set cruise control speed this occurred again on the day before the accident this unintended acceleration had also occurred when my husband was driving the car while in speed control,VEHICLE SPEED CONTROL,hyundai,SONATA,2017,True,False,0,0,110
when my car is at a stop light and the light turns green it takes a while for my car to accelerate when i press the pedal this happens every now and then not every time also sometimes when i m trying to accelerate my car s rpm stalls at the 3/4 and struggles to shift down like normal i am able to fix this problem if i turn off then turn my car back on these are two large issues that i m having with my 2017 nissan altima,VEHICLE SPEED CONTROL,nissan,ALTIMA,2017,False,False,0,0,90
vehicle shifted from 6th gear to first while driving whiched locked up the rear wheels this was caused by the lead frame on the transmission there is a current recall for this issue with ford that stops the year before my vehicle was produced it has the same trasmission as the earlier model,VEHICLE SPEED CONTROL,ford,F-150 REGULAR CAB,2014,False,False,0,0,53
the contact owns a 2014 hyundai elantra the contact stated that the speedometer was not reading accurately and fluctuated the vehicle was not diagnosed or repaired the manufacturer was notified of the failure the approximate failure mileage was 15 000,VEHICLE SPEED CONTROL,hyundai,ELANTRA,2014,False,False,0,0,40
had cruise control on and phantom braking occurred about 10 times on a 22hr trip from california to oklahoma very scary car went from 80 to about 40mph in seconds how is this even possible for tesla to have these vehicles on the road i ve only had the car for 2 weeks,VEHICLE SPEED CONTROL,tesla,MODEL 3,2020,False,False,0,0,53
went to see an eye dr try to get to a parking spot which there were a whole row of empty parking spaces as i turned into the parking spot it suddenly accelerated over the curb i then applied the brake but still keep going then it the wall about 8ft fr the curb straight on i ve been driving for 35 yrs and never accidentally apply to wrong pedal i went to tesla near by to complain right away and they insist i have applied to wrong pedal such a irresponsible statement i dont have to drive the car again if you can send someone to investigate if the car has some recording to view like a blackbox for an airplane tesla may claims they r right for other cases they have but i m very sure i never accelerate into the parking spot i have the video recording the car driving and you can see it started accelerate as i turned into the parking spot like many people claim on the internet that they experience similar situation,VEHICLE SPEED CONTROL,tesla,MODEL Y,2020,True,False,0,0,179
three different times in motion on the highway sudden acceleration occurred while cruise control was engaged or while beginning to start cruise control at an accessive rate of speed,VEHICLE SPEED CONTROL,ford,EXPLORER,2017,False,False,0,0,29
the contact owns a 2014 dodge durango while driving 90 mph the accelerator pedal became stuck the brake pedal was depressed and an abnormal noise was heard the accelerator pedal suddenly became unstuck the vehicle was taken to the dealer but the cause of the failure was not determined the vehicle was not repaired the manufacturer was notified of the failure the failure mileage was 6 111,VEHICLE SPEED CONTROL,dodge,DURANGO,2014,False,False,0,0,67
while driving i conducted a normal pass on a two lane road when i pressed the acceleration pedal the car took off at a dramatic pace the car continued to accelerate well over 100 mph dragging the brake kept the car from continuing to accelerate to its full capacity shifting in neutral had no effect as the engine maintained its full rpm while in neutral the car s computer would not allow the engine to be shut off displaying a message that the car had to be in park before that was allowed to happen placed the car in neutral applied full braking and brought the car to a standstill as the engine continued to run at full rpm shifted to park and turned the car off i let it sit for 10 minutes and started it again car performed normal dodge has a known issue/recall for the same situation when using cruise control and i believe the issue is present while not using cruise control as well less than a month ago the car was serviced at the local dodge dealer under the recall to correct the cruise control issue,VEHICLE SPEED CONTROL,dodge,CHARGER,2014,False,False,0,0,191
i filed a complaint on 7/4/2022 complaint number 11472254 since then i have done some research and found out that there have been many failures of the abs moduals on ram trucks i have attempted to buy a new one but there are none i called dealerships around the united states and many have some in stock but can t sell them won t sell them and if i try and order from a local dealership the part has a 6-month lead time i have asked why the has not been a recall and i have been told it s not a safety issue and that traction control is a nice to have option while looking at a new dodge ram i noticed that traction control and antilock brakes are listed under safety please see attached if this is a safety issue why hasn t there been a recall issued,VEHICLE SPEED CONTROL,ram,1500,2014,False,False,0,0,150
on sunday on may 22 2016 i drove my 2014 jeep cherokee on interstate 275 from the montgomery road exit to the five-mile road exit i was alone in the vehicle i used the cruise control during this travel i originally set the speed for 70 miles per hour at one point i had to slow down because a car pulled into the lane in front of me and the step down of feature of the speed control worked as expected when i exited from i-275 to five-mile i applied the brakes but was unable to slow my car i continued to apply pressure to the brake pedal but the car s speed was not being reduced and i realized that i would be crossing into the signalized intersection without being able to stop shortly before entering the intersection i honked the horn of my car my car continued across all four lanes of five-mile road and onto the on-ramp from five mile to interstate 275 there it stopped i do not remember pushing the button on the steering wheel to cancel the cruise control the car did not impact or touch any other vehicle or pedestrian or other property it came to a stop on the onramp the cruise control was not then causing the car to accelerate and the brakes worked i drove my car very slowly and parked it in the parking lot of the shopping center at the intersection of five-mile and beechmont avenue from there i had the car towed from the parking lot to the dealership where i purchased it kings chrysler/dodge/jeep inc at kings auto mall a report referenced by ntsa id no 10861030 describes a similar incident involving the same make model and year so far the dealer service department says there is no problem discernable from the computer codes or fault indications,VEHICLE SPEED CONTROL,jeep,CHEROKEE,2014,False,False,0,0,311
when driving at least once a week the car will suddenly loose speed and will drop into low gear a service note comes on the screen stating service transmission and service park brake i am unable to have any control of the speed of the car i have to turn the car off and turn the car off several times until the transmission allows to switch speeds/gears at first when trying to accelerate the car will just drop out and not allow me to move forward i feel extremely unsafe driving my vehicle especially when this happens on the highway in the middle of traffic it has happened to me when going anywhere from 25 mph to 78 mph i have taken it to the dealer where i bought it and they seemed to find nothing wrong with the vehicle i took my car to another dealer in another state and they were still unsuccessful with finding out what is wrong with the vehicle again i feel completely unsafe when driving and i am just waiting to cause an accident or someone to rear end me because of the drastic lose in speed,VEHICLE SPEED CONTROL,jeep,CHEROKEE,2014,False,False,0,0,193
despite recall u61/nhtsa 18v-332 being completed on my pickup- on 7/23/2018 i was southbound on interstate 29 between st joseph and kansas city mo the morning of october 31 2019 we had snow freezing precipitation etc the eve before and driving was tenuous at best with my cruise control set at approximately 55 miles per hour traffic began to suddenly slow due to numerous slide offs and accidents i tapped my brake to slow and disengage the cruise control- and the immediate response was for the engine to rev and increase rpm s to maintain speed constant attempts to brake and over ride were unsuccessful i deemed it impossible for the brakes to stop my vehicle a red warning light brake appeared on the dash along with a few lines of message which i could not read due to keeping my eyes on the road i somehow managed the thought process of turning the gear shift knob to the neutral position and was just barely able to get stopped before smashing into the vehicle s in front of me the dealer who supposedly performed my recall of reprogramming the powertrain control module is tri state dodge in maryville mo 64468 they scheduled an appointment to hook my truck to the computer to try and determine what hppened on 11/7/2019,VEHICLE SPEED CONTROL,ram,1500,2017,False,False,0,0,219
i was driving on the freeway and my check engine light started to flicker and i felt my car shake and going to limp mode i made an appointment with the kia dealership and they told me the engine is failing they submitted a request for a goodwill case to kia corporation and it was denied since there s no open recalls and is not covered by the extended warranty the dealership recommended me to take my car and keep driving it even though it s unsafe the vehicle will not go above 50 mph and it starts to shake when driving i have tried to call kia corporate and explain this situation but they have yet to follow up with me in my case,VEHICLE SPEED CONTROL,kia,OPTIMA,2020,False,False,0,0,125
the defrost and temperature will it stay constant i can set the temp to 70 it will get super hot and minutes later it feels like the ac is on the defrost doesn t work most of the time and will not defrost the mirrors,VEHICLE SPEED CONTROL,jeep,GRAND CHEROKEE,2014,False,False,0,0,45
july 6 2018 driving on city street when my foot had the brake depressed and the auto suddenly accelerated so much that i had to turn into a curb to avoid a collision with another vehicle - i hit a curb with one tire to avoid accident and had to get four new tires because it is awd today my brake was depressed and it accelerated when i was in reverse then attempting to get suv into drive - driving down my daughter s driveway today it accelerated so rapidly unintended that pressing the brake would not stop vehicle - engaged emergency brake and it still did not stop it - placed it into park and pressing brake continuously and emergency brake engaged finally stopped the car at roadside after turning off ignition - very hazardous safety issue - lucky no one was hurt or killed - this suv is a dangerous vehicle - having it towed by aaa tomorrow morning to dealer what can i do about this it has only 41 870 miles on it - bought it brand new from the dealer in may 2014 and i am only driver help,VEHICLE SPEED CONTROL,subaru,FORESTER,2014,True,False,0,0,194
purchased my car in aug of 2017 jan 2018 was the first of 7 times i have taken my car in for the check engine light case is at nissan north america in arbitration where they want to compensate me 1500 to essentially shut my mouth there is a significant lag in the acceleration not only from a standstill but also while in motion trying to accelerate to higher speeds the car will not go faster than 55 mph up a hill when the car is on slight inclines the vehicle loses power in attempting to climb and the engine tachometer readings climbs well above the designed rpm specifications this happens on level ground when accelerated from 45 mph to 55 mph the tachometer would approach 6000 rpms prior to switching gear it doesn t occur 100 of the time the vehicle consistently reaches close to 6000 rpms prior to shifting to a higher gear as i drive i also start to notice a burning smell my car is consuming excessive fuel compared to another loaner 2019 nissan sentra sv which has the same exact specifics my car requires 3 times the fuel to drive a similar distance when telling nissan consumer affairs this i was told this is normal because my car is older and has more mileage on it normal wear and tear over a 2 to 3 year period would not account for such a disparity in fuel mileage nissan tech support has physically gone to the dealership to try to fix my vehicle and i since taken it in on february 10 for the 7th time nissan called because my arbitration poc didn t call them like she was supposed to 4 days ago so now my vehicle sits at the dealership because they don t know how to fix it my vehicle is not safe to drive on a public roadway or to transport my 8yo i have submitted my case to the attorney general s office and bbb auto-line claim i just want to be in a safe vehicle i have all the service docs but file is too big to attach,VEHICLE SPEED CONTROL,nissan,SENTRA,2017,False,False,0,0,358
my abs light has been on and when i took my vehicle to the dealership they said it requires a part that is on back order for almost a year already my vehicle suddenly comes out of drive while i m on the road it s scary because one minute i m going 50 miles an hour and then it just turns off other times the car does not register my foot on the break when trying to get it out of park to start it the dodge dealership says all of these things are related to a bad abs module which i have been waiting for since december and they have no idea when the part will be available i have been on mini dutch forums and i see that this is an issue across the country,VEHICLE SPEED CONTROL,ram,1500,2014,False,False,0,0,138
the latest tesla update has caused significant increased number of phantom breaking episodes when using just cruise control on state highways i had at least 10 episodes on my last 100 mile drive not using autopilot just cruise control worst events caused rapid breaking from highway speed of 65 mph down to 40-45 mph with warning messages and audible alarms non of the events needed breaking the worst two events were on straight sections of road with no oncoming traffic or other potential obstruction i do not feel safe using cruise control on the freeway,VEHICLE SPEED CONTROL,tesla,MODEL S (ALL VARIANTS),2020,False,False,0,0,95
the accident took place on 7/9/20 around 9 15 am police report 20-1291-ac i drove my car into the parking lot of 4519 post road facing post road and turned into the doctor s parking spot the car had just about stopped and my foot was not yet off the brake when i suddenly felt the car accelerating it went right through the hedge in front about 1 foot away then went smashing through the office marquee over the stone wall and on to the street my foot on the brake i was trying frantically to stop the car stopped relieved i thought i should quickly get out of the car to my horror it started accelerating again in the next few seconds it felt as though i was in a james bond movie car chase the next thing i knew my car was tearing through the white fence of a house and then i remember trying to get out of the car which fortunately i was able to by opening the driver-side door didn t know hit a tree inside breaking it into two found out later the yard was 4-6 feet below the street police report is pending at this time,VEHICLE SPEED CONTROL,tesla,MODEL S,2014,True,False,1,0,203
digital display that shows speed and fuel level stops working and goes black while driving happened in 2024 and the display was replaced at my cost new display experienced the same blackout in january 2025 manufacturer is unable to deliver a new replacement display to their dealership to fix the vehicle it has been almost 5 months without any resolution in sight other owners who have used my carwash have mentioned similar experience,VEHICLE SPEED CONTROL,jeep,WRANGLER,2020,False,False,0,0,73
since buying my vehicle new it has had three ignition coils fail at different times the car begins to shudder rough idle not accelerate and all of a sudden just will not respond to giving it gas this happens at any speed therefore it is a danger especially entering or exiting highways or switching lanes it has been unpredictable the check engine light does come on some of the time as this problem is occurring not before the dealer replaced the first two coils 51 576 miles and 56 446 miles under the warranty the third coil replaced 78 391 miles they would not cover under warranty nor would they replace the 4th coil as a precaution,VEHICLE SPEED CONTROL,hyundai,ELANTRA,2017,False,False,0,0,117
1 driving vehicle at highway speed noticed parking brake light on had not explicitly engaged brake tried to disengage parking brake and the light stayed on pulled over put car in park tried to disengage again still would not turned car off on again was able to disengage 2 driving city road app 40mph accelerator peddle became physically stuck took foot off peddle peddle stayed in position and car continued to accelerate tried to gently push peddle but it would not disengage tapped peddle hard and it came loose this has occurred twice car has 15k miles,VEHICLE SPEED CONTROL,kia,SORENTO,2017,False,False,0,0,97
the contact owns a 2014 honda cr-v while parking the vehicle with the brake pedal depressed it independently accelerated the contact lost control of the vehicle and it crashed into the wall of a restaurant the driver s and front passenger air bags deployed there were no injuries the vehicle was towed the dealer and manufacturer were not contacted the vehicle was not diagnosed or repaired police report number was filed the approximate failure mileage was 56 000 information redacted pursuant to the freedom of information act foia 5 u s c 552 b 6,VEHICLE SPEED CONTROL,honda,CR-V,2014,True,False,0,0,95
the contact owns a 2020 tesla model y the contact was driving approximately 3 mph as she was parking the vehicle front end first the vehicle independently accelerated as she removed her foot from the accelerator the contact stated no warning light was illuminated the contact s vehicle crashed into the vehicle s front end that had already been parked the vehicle was not occupied the contact stated that she depressed the brake with force the contact stated that the force of the crash had moved the other vehicle out of the parking spot and into the lot the contact s vehicle had a crushed front bumper and the other vehicle also had damage to the front bumper the contact s vehicle was drivable there were no injuries and the police were not involved the contact had not been taken to a local dealer or independent mechanic the vehicle had not been diagnosed and had not been repaired the manufacturer had not been informed of the failure the failure mileage was approximately 23 000,VEHICLE SPEED CONTROL,tesla,MODEL Y,2020,True,False,0,0,174
the contact owns a 2017 ford focus the contact stated that while driving at an unknown speed the vehicle failed to accelerate as needed the vehicle also failed to shift into reverse the contact stated that the check engine warning light was illuminated the vehicle was taken to an independent mechanic who scanned the vehicle who informed her there was small leak in the fuel line the local dealer was contacted but the vehicle was not diagnosed or repaired the manufacturer was contacted and referred the contact to the nhtsa hotline for assistance the approximate failure mileage was 107 000,VEHICLE SPEED CONTROL,ford,FOCUS,2017,False,False,0,0,100
intermittently for the past few months either when i wish to back up or go forward a buzzer will sound the anti-lock brakes and eye-sight indicators on the dash will say that neither system is working the brakes malfunction and the steering wheel is very difficult to turn turning off the engine and restarting once or twice usually solves the problem as if restarting reboots the system but then the problem recurs randomly on another day the most recent date of occurrence is listed under additional details,STEERING,subaru,FORESTER,2017,False,False,0,0,87
the contact owns a 2014 ford focus the contact stated that the steering wheel was loose there were no warning lights illuminated the local dealer was contacted but the vehicle was not diagnosed or repaired the manufacturer was notified of the failure but provided no assistance the failure mileage was approximately 85 000 the vin was not available,STEERING,ford,FOCUS,2014,False,False,0,0,58
intermittent power stering loss steering light on dash would come on and power steering would stop working had to manhandle the steering thank goodness no accident 7 dealer replaced gear rack 8/1/2023 cost 3600 to have power stering replaced,STEERING,ram,1500,2014,False,False,0,0,39
when driving the truck it has a continus pull to the right side,STEERING,chevrolet,SILVERADO 1500,2017,False,False,0,0,13
complete failure of electric steering vehicle towed to garage for repairs,STEERING,ram,1500,2014,False,False,0,0,11
the steering locks up completely when driving this could cause a major and even fatal crash the steering locks up without any warning then the message appears to service power steering my wife a d child we re in the truck when this happened randomly they are extremely lucky they were not hit by anyone,STEERING,chevrolet,SILVERADO 1500,2014,False,False,0,0,55
total loss of power steering while driving wheel locks up randomly hyundai dealer said the battery was old i put a new hyundai battery in it and the steering locked up leaving the dealership very dangerous,STEERING,hyundai,SONATA HYBRID,2017,False,False,0,0,36
was driving through a local parking lot going only 3 miles an hour and started to turn left when all of a sudden the driver side wheel just snapped off throwing me into the steering wheel my right arm got a scrape and right shoulder popped the truck hit a metal pole and dented the driver side panel missing the head light so glad this didn t happen on the highway,STEERING,gmc,SIERRA 1500,2014,False,False,1,0,71
the contact owns a 2017 ram 1500 the contact stated while driving 60 mph the steering wheel was firm no warning light was illuminated the vehicle was diagnosed by an independent mechanic and the dealer however the cause of the failure was not found the vehicle had not been repaired the manufacturer was not made aware of the failure the failure mileage was approximately 100 000,STEERING,ram,1500,2017,False,False,0,0,66
drove my vehicle and then parked for one hour got back in and started it indicator light flashing for the steering wheel i realized i could not turn my wheel the power steering was out i turned the vehicle on and off several times and it reset itself and the indicator light was no longer flashing or lit up steering seemed fine as before i drove it to the local dodge dealership safford dodge in salisbury md to see if they could check it out mechanic came out and said it was electric power steering he had seen this before and it was unsafe to drive it any further i felt uncomfortable driving it back home or to any other garage as it was subject to going in and out they are currently repairing the power steering gear rack at a cost of 2500 i am thankful this did not go out while i was driving- i would have been unable to turn the wheel and could have caused a serious accident to my vehicle and/or others i looked this up online and found over 100 similar complaints involving power steering issues in dodge rams i am currently at approx 74 400 miles and have not previously had any issue with my power steering prior to monday i am available to be contacted any time i do not yet have any paperwork from the dealership regarding the repair as it is still there but i can scan it and send it to the appropriate person once i get something from them,STEERING,ram,1500,2014,False,False,0,0,261
violent shaking jeep death wobble when vehicle is going 45 mph and hits uneven uneven rough road a little bump will result in the front wheels and whole steering column to uncontrollably shake and can only be stopped by coming to a stop,STEERING,jeep,WRANGLER,2020,False,False,0,0,43
vehicle vibration and whistling noise at 60-55 mph decelerating have taken to dealership--they have ordered a drive shaft to replace the imperfect shaft they state is on the truck seriously have had the truck a week now--gm will be notified and whoever else i can find that has a hand in this not paying for this truck checking with attorney,STEERING,chevrolet,SILVERADO 1500,2014,False,False,0,0,60
1st of all fix your site i have to now write everything over again again fix this i was on freeway west on i-10 turned off on washington st exit warning light buzzer showing battery flashing 30 seconds my p s light flashes lost power steering was able to veer into parking lot if this would have happened 3 minutes earlier i would have been run down by heavy traffic in less than 2 minutes i lost power steering don t think i will ever feel safe driving this car again after replacing altanator-waterpump-thermostat-timing belt-spark plugs-crankshaft position sensor camshaft sensor still cranks but won t start engine rotates but won t turn over or start,STEERING,toyota,COROLLA,2017,False,False,0,0,115
steering rack bound and vehicle would not steer after letting it sit the warning lights did not come back on and the car steered dealership said it is electronic steering and the steering rack is bad no warranty at 45000 miles this happened on interstate 95 in north carolina,STEERING,ford,ESCAPE,2014,False,False,0,0,49
on 5/24/2022 when starting the car the power steering warning light came on and there was no power steering the steering wheel shakes when trying to turn if this had happened when the car was moving at speed there would be a high potential for a lethal accident we have not seen this issue before we tried restarting the car multiple times and the warning and issue persisted checked the eps fuse and that was fine we ended up taking the car to grainger honda in savannah ga and they confirmed the issue they had to replace the eps control unit not sure if they disposed of the old eps control unit the invoice number for the repair is 420950,STEERING,honda,ACCORD,2014,False,False,0,0,120
we drive a 2017 honda civic hatch and we had to take vehicle to dealership they diagnosed it with rodent issue chewing thru wire we now have to fix it and replace wire and the dealership will put a take to deters rodents we have to pay 500 dollars to replace my husband was driving home from work and his power steering stopped working i called honda and they said we have to pay for damage but they did say many customers have called honda to complain about issue so it is a know issue and no recall has been done does someone have to die before honda does something about it help,STEERING,honda,CIVIC,2017,False,False,0,0,113
the power steering has gone out multiple times while driving down the road it was replaced 20 days ago and less than 600 miles has been put on it and it went out again my steering wheel locked up and i lost all control of the car this put myself and others at risk because i have no use of the steering wheel when it goes out the problem was reproduced and a new rack put on and in less than 600 miles it happened again there were no warning signs or lights that appeared before it happened they come on at the time the steering goes out,STEERING,honda,ACCORD,2014,False,False,0,0,108
the contact owns a 2014 ford fusion the contact stated that her vin was not included in nhtsa campaign number 19v632000 steering however the vehicle experienced the same failure listed in the recall the contact s father started the vehicle however the steering wheel ceased and the power steering assist warning light illuminated the vehicle was not repaired and remained at the contact s residence the manufacturer was informed of the failure the manufacturer stated that the vin was not included in the recall and would not be repaired free of charge the failure mileage was 40 000,STEERING,ford,FUSION,2014,False,False,0,0,98
the contact owns a 2014 dodge ram 1500 the contact received notification of nhtsa campaign numbers 15v459000 air bags 15v460000 air bags seat belts 15v534000 air bags and 15v461000 equipment the parts were not available within a reasonable time frame to schedule the recall repairs for several months the dealer did not give a specific date for when the parts would become available the manufacturer could not provide an estimated date for when the vehicle would receive the recall repair the contact stated that upon shifting gears the transmission hesitated to change over and there was an abnormal noise the contact also stated that the steering wheel difficult to turn the failure mileage was not available,STEERING,ram,1500,2014,False,False,0,0,116
i lost my power steering and the dealership says i need a new pcm part number 19417067 very unsafe for a vehicle of three years and less than 30 000 miles,STEERING,chevrolet,SILVERADO 1500,2017,False,False,0,0,31
i was going about 30mph going straight when all of a sudden a warning popped up on my dash stating steering assist fault service required steering was very difficult and stiff once parked and turned off vehicle warning went away,STEERING,ford,FUSION,2014,False,False,0,0,40
service esc abs i just had a 2009 chevy malibu and now a 2020 and i m having the same exact issues loss of power steering braking and at first my gas gauge was off check engine light came on now today service esc w abs light on dashboard,STEERING,chevrolet,MALIBU,2020,False,False,0,0,49
the transmission stops switching gears after going 70 mph on the highway no acceleration was possible just stopped working i had my kids with me i had a tractor trailer behind me and in front of me and beside me on a very busy highway going 70 mph and the transmission just stopped working no gas was it was just redlining when it was supposed to be accelerating no gears were reached i had to throw it in park throw it back into sports mode they re back into drive they re back into sports mode they re back in the drive before it kicked in and would go all while in the middle of a busy highway and not able to get off the road and declining in speed the manufacturer or ford did purchase the vehicle from me and made me roll over my negative equity from that car into a new car was my only option or paying 10 grand to get it fixed nothing no lights were displayed no lights came on at all no warning signs nothing just happened when i took it in to get it looked at the mechanic immediately told me that i need to trade the car in and that i shouldn t have this vehicle it s transmission has been having multiple issues over four times in one year it was in the shop for transmission issues they told me nothing was wrong and they drove my car 200 mi they gave it back to me not even two weeks later this happened no lights and nothing was pulling on the codes the mechanic harper from malloy ford is the one that told me that i should need to trade it in he contacted the ford company they offered 2 000 to help with the cost to get the car fixed but it wasn t going to fix the problem from happening again and it was traumatizing to have to go through that with my kids i didn t want to put my kids back in that vehicle because we literally could have died please reach out with any additional questions with my phone or email the car has had transmission issues since i bought it the dealership refused to take the car back after i purchased it to put me in something else,STEERING,ford,EXPLORER,2017,False,False,0,0,394
electronic power steering was checked at honda jeff wyler cost me 179 00 they are charging me 3200 00 and i have to fix this because this has been going on for a yr and has become increasingly difficult to drive i am fixing it this week with our savings the steering sticks and then over corrects constantly i am an uber driver so driving others someone asked me if i was ok because they saw the jerking and was concerned no warning lights i searched google and saw the beginning of a class action for the 2022 and 2023 civic but not for 2020 we have to do something before i risk my and others lives another concern is that my wife and 2 daughters have 2020 hondas as well the cost is extremely high for cars that normally take 6 yrs to pay for we are and don t have an income that can easily afford this thank you information redacted pursuant to the freedom of information act foia 5 u s c 552 b 6,STEERING,honda,CIVIC,2020,False,False,0,0,178
when vehicle goes over 60mph starts to shake really bad and warning not enough power for engine light is on,STEERING,volkswagen,JETTA,2020,False,False,0,0,20
nissan had a recall 2 years ago for a tie rod issue when i brought the car in for that recall nissan said that the tie rods showed no sign of bending so they didn t replace them two years later my car is not steering correctly and making noises i find out that nissan has a new tie rod recall recall r23b3 nhtsa 23v-581 that requires the tie rods to be changed regardless if they show any sign of bending or damage i bring my car in to have this completed 2 years from the first recall and they are telling me the power steering rack has to be replaced as well as the tie rods the issue is nissan now knows that by not replacing the tie rods two years ago it s damaging the power sterring rack but they will not acknowledge it as they don t want to pay the additional cost for the power sterring rack i spoke to nissan usa consumer affairs and they are taking a hard line on this it s dangerous as the car dealership service department was going to let me drive my car after the tie rod replacement knowing the power steering rack was also damaged until i pressed the actual technician that worked on the car and he said it s dangerous to drive nissan must be reponsible for replacing all the damage caused by not making it mandatory to replace the tie rods in the first recall two years ago the cost to replace the power steering rack is 3000 and they don t want to pay for that,STEERING,nissan,SENTRA,2020,False,False,0,0,272
electric power steering failure very common according to internet research and nothing has been done to recall this issue,STEERING,ram,1500,2014,False,False,0,0,19
2017 f-150 raptor steering subsystem failure the steering wheel was forcefully turning itself left and right erratically up to 90 degree turns very quickly very dangerous i was on high elevation logging roads when this occurred overcoming the erratic behavior felt was similar to steering a wheel without power steering making turns was near impossible failure lights that came up low battery features temporarily turned off steering assist fault service required terrain management system fault lane keeping sys malfunction service required,STEERING,ford,F-150 CREW CAB,2017,False,False,0,0,81
